process,name,timestamp,running_time,idle_time,uart_transmit_calls,uart_receive_calls,i2c_read_calls,i2d_write_calls,spi_transfer_calls,gpio_interrupt_calls,adc_read_calls,sleep_calls
0,gcode_parser,34502,4896,29606,4339,4339,0,0,0,0,0,4339
1,power,34502,29606,4896,5357,5358,0,0,10715,0,0,1376815
0,stepper,35002,438,34564,0,0,0,0,261,261,0,261
1,power,35002,29172,5830,3188,3188,0,0,6376,0,0,819316
2,gcode_parser,35002,5372,29630,2582,2582,0,0,0,0,0,2582
3,status_led,35002,20,34982,0,0,0,0,0,12,0,11
0,network,35502,30466,5036,5513,5513,0,0,11026,0,0,1416841
1,gcode_parser,35502,5036,30466,4465,4466,0,0,0,0,0,4465
0,network,36002,5507,30495,2835,2835,0,0,5670,0,0,728595
1,gcode_parser,36002,4860,31142,2294,2294,0,0,0,0,0,2294
2,temp_monitor,36002,179,35823,92,0,0,0,0,0,93,92
3,power,36002,25456,10546,2835,2835,0,0,5670,0,0,728595
0,temp_monitor,36502,58,36444,112,0,0,0,0,0,113,112
1,status_led,36502,6,36496,0,0,0,0,0,12,0,12
2,safety,36502,36389,113,0,0,0,0,0,307329,102443,102443
3,stepper,36502,49,36453,0,0,0,0,282,282,0,282
0,gcode_parser,37002,37002,0,11437,11438,0,0,0,0,0,11437
0,power,37502,32187,5315,5824,5824,0,0,11647,0,0,1496767
1,gcode_parser,37502,5315,32187,4716,4717,0,0,0,0,0,4716
0,safety,38002,26792,11210,0,0,0,0,0,232569,77523,77523
1,network,38002,10434,27568,2614,2615,0,0,5229,0,0,671944
2,gcode_parser,38002,735,37267,2116,2116,0,0,0,0,0,2116
3,stepper,38002,41,37961,0,0,0,0,214,214,0,214
4,status_led,38002,0,38002,0,0,0,0,0,9,0,9
0,temp_monitor,38502,38502,0,499,0,0,0,0,0,501,499
0,network,39002,39002,0,10213,10215,0,0,20427,0,0,2624993
0,status_led,39502,1284,38218,0,0,0,0,0,14,0,14
1,safety,39502,26867,12635,0,0,0,0,0,366342,122114,122114
2,network,39502,12621,26881,4118,4118,0,0,8236,0,0,1058326
0,network,40002,6038,33964,2626,2626,0,0,5252,0,0,674882
1,temp_monitor,40002,425,39577,85,0,0,0,0,0,86,85
